# source: https://assets.lulu.com/media/specs/lulu-print-api-spec-sheet.xlsx
# fetched: 2026-09-03
# products: 3277
legacy_sku,sku,book_type,min_page,max_page,trim_width_in,trim_height_in,trim_width_mm,trim_height_mm,bleed_width_in,bleed_height_in,bleed_width_mm,bleed_height_mm,interior_color,print_quality,bind,interior_number,paper_type,interior_ppi,lamination,linen_color,foil_color
0850X1100BWSTDLW060UC444GBG,0850X1100.BW.STD.LW.060UC444.GBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Black,Gold
0850X1100BWSTDLW060UC444GBW,0850X1100.BW.STD.LW.060UC444.GBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Black,White
0850X1100BWSTDLW060UC444GFB,0850X1100.BW.STD.LW.060UC444.GFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,Black
0850X1100BWSTDLW060UC444GFG,0850X1100.BW.STD.LW.060UC444.GFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,Gold
0850X1100BWSTDLW060UC444GFW,0850X1100.BW.STD.LW.060UC444.GFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,White
0850X1100BWSTDLW060UC444GGB,0850X1100.BW.STD.LW.060UC444.GGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,Black
0850X1100BWSTDLW060UC444GGG,0850X1100.BW.STD.LW.060UC444.GGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,Gold
0850X1100BWSTDLW060UC444GGW,0850X1100.BW.STD.LW.060UC444.GGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,White
0850X1100BWSTDLW060UC444GNB,0850X1100.BW.STD.LW.060UC444.GNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,Black
0850X1100BWSTDLW060UC444GNG,0850X1100.BW.STD.LW.060UC444.GNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,Gold
0850X1100BWSTDLW060UC444GNW,0850X1100.BW.STD.LW.060UC444.GNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,White
0850X1100BWSTDLW060UC444GRB,0850X1100.BW.STD.LW.060UC444.GRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,Black
0850X1100BWSTDLW060UC444GRG,0850X1100.BW.STD.LW.060UC444.GRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,Gold
0850X1100BWSTDLW060UC444GRW,0850X1100.BW.STD.LW.060UC444.GRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,White
0850X1100BWSTDLW060UC444GTB,0850X1100.BW.STD.LW.060UC444.GTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,Black
0850X1100BWSTDLW060UC444GTG,0850X1100.BW.STD.LW.060UC444.GTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,Gold
0850X1100BWSTDLW060UC444GTW,0850X1100.BW.STD.LW.060UC444.GTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,White
0850X1100BWSTDLW060UC444MBB,0850X1100.BW.STD.LW.060UC444.MBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,Black
0850X1100BWSTDLW060UC444MBG,0850X1100.BW.STD.LW.060UC444.MBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,Gold
0850X1100BWSTDLW060UC444MBW,0850X1100.BW.STD.LW.060UC444.MBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,White
0850X1100BWSTDLW060UC444MFB,0850X1100.BW.STD.LW.060UC444.MFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,Black
0850X1100BWSTDLW060UC444MFG,0850X1100.BW.STD.LW.060UC444.MFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,Gold
0850X1100BWSTDLW060UC444MFW,0850X1100.BW.STD.LW.060UC444.MFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,White
0850X1100BWSTDLW060UC444MGB,0850X1100.BW.STD.LW.060UC444.MGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,Black
0850X1100BWSTDLW060UC444MGG,0850X1100.BW.STD.LW.060UC444.MGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,Gold
0850X1100BWSTDLW060UC444MGW,0850X1100.BW.STD.LW.060UC444.MGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,White
0850X1100BWSTDLW060UC444MNB,0850X1100.BW.STD.LW.060UC444.MNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,Black
0850X1100BWSTDLW060UC444MNG,0850X1100.BW.STD.LW.060UC444.MNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,Gold
0850X1100BWSTDLW060UC444MNW,0850X1100.BW.STD.LW.060UC444.MNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,White
0850X1100BWSTDLW060UC444MRB,0850X1100.BW.STD.LW.060UC444.MRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,Black
0850X1100BWSTDLW060UC444MRG,0850X1100.BW.STD.LW.060UC444.MRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,Gold
0850X1100BWSTDLW060UC444MRW,0850X1100.BW.STD.LW.060UC444.MRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,White
0850X1100BWSTDLW060UC444MTB,0850X1100.BW.STD.LW.060UC444.MTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,Black
0850X1100BWSTDLW060UC444MTG,0850X1100.BW.STD.LW.060UC444.MTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,Gold
0850X1100BWSTDLW060UC444MTW,0850X1100.BW.STD.LW.060UC444.MTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,White
0850X1100BWSTDLW060UW444GBB,0850X1100.BW.STD.LW.060UW444.GBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Black
0850X1100BWSTDLW060UW444GBG,0850X1100.BW.STD.LW.060UW444.GBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Gold
0850X1100BWSTDLW060UW444GBW,0850X1100.BW.STD.LW.060UW444.GBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,White
0850X1100BWSTDLW060UW444GFB,0850X1100.BW.STD.LW.060UW444.GFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Black
0850X1100BWSTDLW060UW444GFG,0850X1100.BW.STD.LW.060UW444.GFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Gold
0850X1100BWSTDLW060UW444GFW,0850X1100.BW.STD.LW.060UW444.GFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,White
0850X1100BWSTDLW060UW444GGB,0850X1100.BW.STD.LW.060UW444.GGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Black
0850X1100BWSTDLW060UW444GGG,0850X1100.BW.STD.LW.060UW444.GGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Gold
0850X1100BWSTDLW060UW444GGW,0850X1100.BW.STD.LW.060UW444.GGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,White
0850X1100BWSTDLW060UW444GNB,0850X1100.BW.STD.LW.060UW444.GNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Black
0850X1100BWSTDLW060UW444GNG,0850X1100.BW.STD.LW.060UW444.GNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Gold
0850X1100BWSTDLW060UW444GNW,0850X1100.BW.STD.LW.060UW444.GNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,White
0850X1100BWSTDLW060UW444GRB,0850X1100.BW.STD.LW.060UW444.GRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Black
0850X1100BWSTDLW060UW444GRG,0850X1100.BW.STD.LW.060UW444.GRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Gold
0850X1100BWSTDLW060UW444GRW,0850X1100.BW.STD.LW.060UW444.GRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,White
0850X1100BWSTDLW060UW444GTB,0850X1100.BW.STD.LW.060UW444.GTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Black
0850X1100BWSTDLW060UW444GTG,0850X1100.BW.STD.LW.060UW444.GTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Gold
0850X1100BWSTDLW060UW444GTW,0850X1100.BW.STD.LW.060UW444.GTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,White
0850X1100BWSTDLW060UW444MBB,0850X1100.BW.STD.LW.060UW444.MBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Black
0850X1100BWSTDLW060UW444MBG,0850X1100.BW.STD.LW.060UW444.MBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Gold
0850X1100BWSTDLW060UW444MBW,0850X1100.BW.STD.LW.060UW444.MBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,White
0850X1100BWSTDLW060UW444MFB,0850X1100.BW.STD.LW.060UW444.MFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Black
0850X1100BWSTDLW060UW444MFG,0850X1100.BW.STD.LW.060UW444.MFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Gold
0850X1100BWSTDLW060UW444MFW,0850X1100.BW.STD.LW.060UW444.MFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,White
0850X1100BWSTDLW060UW444MGB,0850X1100.BW.STD.LW.060UW444.MGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Black
0850X1100BWSTDLW060UW444MGG,0850X1100.BW.STD.LW.060UW444.MGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Gold
0850X1100BWSTDLW060UW444MGW,0850X1100.BW.STD.LW.060UW444.MGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,White
0850X1100BWSTDLW060UW444MNB,0850X1100.BW.STD.LW.060UW444.MNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Black
0850X1100BWSTDLW060UW444MNG,0850X1100.BW.STD.LW.060UW444.MNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Gold
0850X1100BWSTDLW060UW444MNW,0850X1100.BW.STD.LW.060UW444.MNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,White
0850X1100BWSTDLW060UW444MRB,0850X1100.BW.STD.LW.060UW444.MRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Black
0850X1100BWSTDLW060UW444MRG,0850X1100.BW.STD.LW.060UW444.MRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Gold
0850X1100BWSTDLW060UW444MRW,0850X1100.BW.STD.LW.060UW444.MRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,White
0850X1100BWSTDLW060UW444MTB,0850X1100.BW.STD.LW.060UW444.MTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Black
0850X1100BWSTDLW060UW444MTG,0850X1100.BW.STD.LW.060UW444.MTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Gold
0850X1100BWSTDLW060UW444MTW,0850X1100.BW.STD.LW.060UW444.MTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,White
0850X1100BWSTDLW080CW444GBB,0850X1100.BW.STD.LW.080CW444.GBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Black
0850X1100BWSTDLW080CW444GBG,0850X1100.BW.STD.LW.080CW444.GBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Gold
0850X1100BWSTDLW080CW444GBW,0850X1100.BW.STD.LW.080CW444.GBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,White
0850X1100BWSTDLW080CW444GFB,0850X1100.BW.STD.LW.080CW444.GFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Black
0850X1100BWSTDLW080CW444GFG,0850X1100.BW.STD.LW.080CW444.GFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Gold
0850X1100BWSTDLW080CW444GFW,0850X1100.BW.STD.LW.080CW444.GFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,White
0850X1100BWSTDLW080CW444GGB,0850X1100.BW.STD.LW.080CW444.GGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Black
0850X1100BWSTDLW080CW444GGG,0850X1100.BW.STD.LW.080CW444.GGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Gold
0850X1100BWSTDLW080CW444GGW,0850X1100.BW.STD.LW.080CW444.GGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,White
0850X1100BWSTDLW080CW444GNB,0850X1100.BW.STD.LW.080CW444.GNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Black
0850X1100BWSTDLW080CW444GNG,0850X1100.BW.STD.LW.080CW444.GNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Gold
0850X1100BWSTDLW080CW444GNW,0850X1100.BW.STD.LW.080CW444.GNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,White
0850X1100BWSTDLW080CW444GRB,0850X1100.BW.STD.LW.080CW444.GRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Black
0850X1100BWSTDLW080CW444GRG,0850X1100.BW.STD.LW.080CW444.GRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Gold
0850X1100BWSTDLW080CW444GRW,0850X1100.BW.STD.LW.080CW444.GRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,White
0850X1100BWSTDLW080CW444GTB,0850X1100.BW.STD.LW.080CW444.GTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Black
0850X1100BWSTDLW080CW444GTG,0850X1100.BW.STD.LW.080CW444.GTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Gold
0850X1100BWSTDLW080CW444GTW,0850X1100.BW.STD.LW.080CW444.GTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,White
0850X1100BWSTDLW080CW444MBB,0850X1100.BW.STD.LW.080CW444.MBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Black
0850X1100BWSTDLW080CW444MBG,0850X1100.BW.STD.LW.080CW444.MBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Gold
0850X1100BWSTDLW080CW444MBW,0850X1100.BW.STD.LW.080CW444.MBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,White
0850X1100BWSTDLW080CW444MFB,0850X1100.BW.STD.LW.080CW444.MFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Black
0850X1100BWSTDLW080CW444MFG,0850X1100.BW.STD.LW.080CW444.MFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Gold
0850X1100BWSTDLW080CW444MFW,0850X1100.BW.STD.LW.080CW444.MFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,White
0850X1100BWSTDLW080CW444MGB,0850X1100.BW.STD.LW.080CW444.MGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Black
0850X1100BWSTDLW080CW444MGG,0850X1100.BW.STD.LW.080CW444.MGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Gold
0850X1100BWSTDLW080CW444MGW,0850X1100.BW.STD.LW.080CW444.MGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,White
0850X1100BWSTDLW080CW444MNB,0850X1100.BW.STD.LW.080CW444.MNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Black
0850X1100BWSTDLW080CW444MNG,0850X1100.BW.STD.LW.080CW444.MNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Gold
0850X1100BWSTDLW080CW444MNW,0850X1100.BW.STD.LW.080CW444.MNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,White
0850X1100BWSTDLW080CW444MRB,0850X1100.BW.STD.LW.080CW444.MRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Standard,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,Black
