# source: https://assets.lulu.com/media/specs/lulu-print-api-spec-sheet.xlsx
# fetched: 2026-09-03
# products: 3277
legacy_sku,sku,book_type,min_page,max_page,trim_width_in,trim_height_in,trim_width_mm,trim_height_mm,bleed_width_in,bleed_height_in,bleed_width_mm,bleed_height_mm,interior_color,print_quality,bind,interior_number,paper_type,interior_ppi,lamination,linen_color,foil_color
0600X0900FCPRECO060UW444MXX,0600X0900.FC.PRE.CO.060UW444.MXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCPRECO080CW444GXX,0600X0900.FC.PRE.CO.080CW444.GXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCPRECO080CW444MXX,0600X0900.FC.PRE.CO.080CW444.MXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Coil,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCPRECW060UW444GXX,0600X0900.FC.PRE.CW.060UW444.GXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0600X0900FCPRECW060UW444MXX,0600X0900.FC.PRE.CW.060UW444.MXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCPRECW080CW444GXX,0600X0900.FC.PRE.CW.080CW444.GXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCPRECW080CW444MXX,0600X0900.FC.PRE.CW.080CW444.MXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCPRELW060UW444GBB,0600X0900.FC.PRE.LW.060UW444.GBB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Black
0600X0900FCPRELW060UW444GBG,0600X0900.FC.PRE.LW.060UW444.GBG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Gold
0600X0900FCPRELW060UW444GBW,0600X0900.FC.PRE.LW.060UW444.GBW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,White
0600X0900FCPRELW060UW444GFB,0600X0900.FC.PRE.LW.060UW444.GFB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Black
0600X0900FCPRELW060UW444GFG,0600X0900.FC.PRE.LW.060UW444.GFG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Gold
0600X0900FCPRELW060UW444GFW,0600X0900.FC.PRE.LW.060UW444.GFW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,White
0600X0900FCPRELW060UW444GGB,0600X0900.FC.PRE.LW.060UW444.GGB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Black
0600X0900FCPRELW060UW444GGG,0600X0900.FC.PRE.LW.060UW444.GGG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Gold
0600X0900FCPRELW060UW444GGW,0600X0900.FC.PRE.LW.060UW444.GGW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,White
0600X0900FCPRELW060UW444GNB,0600X0900.FC.PRE.LW.060UW444.GNB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Black
0600X0900FCPRELW060UW444GNG,0600X0900.FC.PRE.LW.060UW444.GNG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Gold
0600X0900FCPRELW060UW444GNW,0600X0900.FC.PRE.LW.060UW444.GNW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,White
0600X0900FCPRELW060UW444GRB,0600X0900.FC.PRE.LW.060UW444.GRB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Black
0600X0900FCPRELW060UW444GRG,0600X0900.FC.PRE.LW.060UW444.GRG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Gold
0600X0900FCPRELW060UW444GRW,0600X0900.FC.PRE.LW.060UW444.GRW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,White
0600X0900FCPRELW060UW444GTB,0600X0900.FC.PRE.LW.060UW444.GTB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Black
0600X0900FCPRELW060UW444GTG,0600X0900.FC.PRE.LW.060UW444.GTG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Gold
0600X0900FCPRELW060UW444GTW,0600X0900.FC.PRE.LW.060UW444.GTW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,White
0600X0900FCPRELW060UW444MBB,0600X0900.FC.PRE.LW.060UW444.MBB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Black
0600X0900FCPRELW060UW444MBG,0600X0900.FC.PRE.LW.060UW444.MBG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Gold
0600X0900FCPRELW060UW444MBW,0600X0900.FC.PRE.LW.060UW444.MBW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,White
0600X0900FCPRELW060UW444MFB,0600X0900.FC.PRE.LW.060UW444.MFB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Black
0600X0900FCPRELW060UW444MFG,0600X0900.FC.PRE.LW.060UW444.MFG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Gold
0600X0900FCPRELW060UW444MFW,0600X0900.FC.PRE.LW.060UW444.MFW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,White
0600X0900FCPRELW060UW444MGB,0600X0900.FC.PRE.LW.060UW444.MGB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Black
0600X0900FCPRELW060UW444MGG,0600X0900.FC.PRE.LW.060UW444.MGG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Gold
0600X0900FCPRELW060UW444MGW,0600X0900.FC.PRE.LW.060UW444.MGW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,White
0600X0900FCPRELW060UW444MNB,0600X0900.FC.PRE.LW.060UW444.MNB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Black
0600X0900FCPRELW060UW444MNG,0600X0900.FC.PRE.LW.060UW444.MNG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Gold
0600X0900FCPRELW060UW444MNW,0600X0900.FC.PRE.LW.060UW444.MNW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,White
0600X0900FCPRELW060UW444MRB,0600X0900.FC.PRE.LW.060UW444.MRB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Black
0600X0900FCPRELW060UW444MRG,0600X0900.FC.PRE.LW.060UW444.MRG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Gold
0600X0900FCPRELW060UW444MRW,0600X0900.FC.PRE.LW.060UW444.MRW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,White
0600X0900FCPRELW060UW444MTB,0600X0900.FC.PRE.LW.060UW444.MTB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Black
0600X0900FCPRELW060UW444MTG,0600X0900.FC.PRE.LW.060UW444.MTG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Gold
0600X0900FCPRELW060UW444MTW,0600X0900.FC.PRE.LW.060UW444.MTW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,White
0600X0900FCPRELW080CW444GBB,0600X0900.FC.PRE.LW.080CW444.GBB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Black
0600X0900FCPRELW080CW444GBG,0600X0900.FC.PRE.LW.080CW444.GBG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Gold
0600X0900FCPRELW080CW444GBW,0600X0900.FC.PRE.LW.080CW444.GBW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,White
0600X0900FCPRELW080CW444GFB,0600X0900.FC.PRE.LW.080CW444.GFB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Black
0600X0900FCPRELW080CW444GFG,0600X0900.FC.PRE.LW.080CW444.GFG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Gold
0600X0900FCPRELW080CW444GFW,0600X0900.FC.PRE.LW.080CW444.GFW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,White
0600X0900FCPRELW080CW444GGB,0600X0900.FC.PRE.LW.080CW444.GGB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Black
0600X0900FCPRELW080CW444GGG,0600X0900.FC.PRE.LW.080CW444.GGG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Gold
0600X0900FCPRELW080CW444GGW,0600X0900.FC.PRE.LW.080CW444.GGW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,White
0600X0900FCPRELW080CW444GNB,0600X0900.FC.PRE.LW.080CW444.GNB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Black
0600X0900FCPRELW080CW444GNG,0600X0900.FC.PRE.LW.080CW444.GNG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Gold
0600X0900FCPRELW080CW444GNW,0600X0900.FC.PRE.LW.080CW444.GNW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,White
0600X0900FCPRELW080CW444GRB,0600X0900.FC.PRE.LW.080CW444.GRB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Black
0600X0900FCPRELW080CW444GRG,0600X0900.FC.PRE.LW.080CW444.GRG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Gold
0600X0900FCPRELW080CW444GRW,0600X0900.FC.PRE.LW.080CW444.GRW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,White
0600X0900FCPRELW080CW444GTB,0600X0900.FC.PRE.LW.080CW444.GTB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Black
0600X0900FCPRELW080CW444GTG,0600X0900.FC.PRE.LW.080CW444.GTG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Gold
0600X0900FCPRELW080CW444GTW,0600X0900.FC.PRE.LW.080CW444.GTW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,White
0600X0900FCPRELW080CW444MBB,0600X0900.FC.PRE.LW.080CW444.MBB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Black
0600X0900FCPRELW080CW444MBG,0600X0900.FC.PRE.LW.080CW444.MBG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Gold
0600X0900FCPRELW080CW444MBW,0600X0900.FC.PRE.LW.080CW444.MBW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,White
0600X0900FCPRELW080CW444MFB,0600X0900.FC.PRE.LW.080CW444.MFB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Black
0600X0900FCPRELW080CW444MFG,0600X0900.FC.PRE.LW.080CW444.MFG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Gold
0600X0900FCPRELW080CW444MFW,0600X0900.FC.PRE.LW.080CW444.MFW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,White
0600X0900FCPRELW080CW444MGB,0600X0900.FC.PRE.LW.080CW444.MGB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Black
0600X0900FCPRELW080CW444MGG,0600X0900.FC.PRE.LW.080CW444.MGG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Gold
0600X0900FCPRELW080CW444MGW,0600X0900.FC.PRE.LW.080CW444.MGW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,White
0600X0900FCPRELW080CW444MNB,0600X0900.FC.PRE.LW.080CW444.MNB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Black
0600X0900FCPRELW080CW444MNG,0600X0900.FC.PRE.LW.080CW444.MNG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Gold
0600X0900FCPRELW080CW444MNW,0600X0900.FC.PRE.LW.080CW444.MNW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,White
0600X0900FCPRELW080CW444MRB,0600X0900.FC.PRE.LW.080CW444.MRB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,Black
0600X0900FCPRELW080CW444MRG,0600X0900.FC.PRE.LW.080CW444.MRG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,Gold
0600X0900FCPRELW080CW444MRW,0600X0900.FC.PRE.LW.080CW444.MRW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,White
0600X0900FCPRELW080CW444MTB,0600X0900.FC.PRE.LW.080CW444.MTB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,Black
0600X0900FCPRELW080CW444MTG,0600X0900.FC.PRE.LW.080CW444.MTG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,Gold
0600X0900FCPRELW080CW444MTW,0600X0900.FC.PRE.LW.080CW444.MTW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,White
0600X0900FCPREPB060UW444GXX,0600X0900.FC.PRE.PB.060UW444.GXX,US Trade,32.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0600X0900FCPREPB060UW444MXX,0600X0900.FC.PRE.PB.060UW444.MXX,US Trade,32.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCPREPB080CW444GXX,0600X0900.FC.PRE.PB.080CW444.GXX,US Trade,32.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCPREPB080CW444MXX,0600X0900.FC.PRE.PB.080CW444.MXX,US Trade,32.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCPRESS060UW444GXX,0600X0900.FC.PRE.SS.060UW444.GXX,US Trade,4.0,48.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Gloss,X,X
0600X0900FCPRESS060UW444MXX,0600X0900.FC.PRE.SS.060UW444.MXX,US Trade,4.0,48.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCPRESS080CW444GXX,0600X0900.FC.PRE.SS.080CW444.GXX,US Trade,4.0,48.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCPRESS080CW444MXX,0600X0900.FC.PRE.SS.080CW444.MXX,US Trade,4.0,48.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCSTDCO060UW444GXX,0600X0900.FC.STD.CO.060UW444.GXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0600X0900FCSTDCO060UW444MXX,0600X0900.FC.STD.CO.060UW444.MXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCSTDCO080CW444GXX,0600X0900.FC.STD.CO.080CW444.GXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCSTDCO080CW444MXX,0600X0900.FC.STD.CO.080CW444.MXX,US Trade,2.0,470.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Coil,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCSTDCW060UW444GXX,0600X0900.FC.STD.CW.060UW444.GXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0600X0900FCSTDCW060UW444MXX,0600X0900.FC.STD.CW.060UW444.MXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0600X0900FCSTDCW080CW444GXX,0600X0900.FC.STD.CW.080CW444.GXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0600X0900FCSTDCW080CW444MXX,0600X0900.FC.STD.CW.080CW444.MXX,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0600X0900FCSTDLW060UW444GBB,0600X0900.FC.STD.LW.060UW444.GBB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Black
0600X0900FCSTDLW060UW444GBG,0600X0900.FC.STD.LW.060UW444.GBG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Gold
0600X0900FCSTDLW060UW444GBW,0600X0900.FC.STD.LW.060UW444.GBW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,White
0600X0900FCSTDLW060UW444GFB,0600X0900.FC.STD.LW.060UW444.GFB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Black
0600X0900FCSTDLW060UW444GFG,0600X0900.FC.STD.LW.060UW444.GFG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Gold
0600X0900FCSTDLW060UW444GFW,0600X0900.FC.STD.LW.060UW444.GFW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,White
0600X0900FCSTDLW060UW444GGB,0600X0900.FC.STD.LW.060UW444.GGB,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Black
0600X0900FCSTDLW060UW444GGG,0600X0900.FC.STD.LW.060UW444.GGG,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Gold
0600X0900FCSTDLW060UW444GGW,0600X0900.FC.STD.LW.060UW444.GGW,US Trade,24.0,800.0,6.0,9.0,152.0,229.0,6.25,9.25,158.35,235.35,Full Color,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,White
